ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
CE,2021-03-31,34,3,0,31,0,0
CL,2021-03-31,375,145,0,230,0,0
CM,2021-03-31,305,191,0,114,0,0
CN,2021-03-31,187,141,0,44,0,2
CT,2021-03-31,1470,1061,0,100,15,294
EX,2021-03-31,110,86,0,24,0,0
GA,2021-03-31,156,141,0,15,0,0
IB,2021-03-31,22,17,0,5,0,0
MC,2021-03-31,75,38,0,37,0,0
MD,2021-03-31,1842,995,0,847,0,0
ML,2021-03-31,38,14,0,24,0,0
NC,2021-03-31,170,93,0,77,0,0
PV,2021-03-31,476,238,0,238,0,0
RI,2021-03-31,61,30,0,31,0,0
VC,2021-03-31,137,88,0,29,0,20
AN,2021-04-01,1404,870,0,534,0,0
AR,2021-04-01,234,222,0,12,0,0
AS,2021-04-01,96,92,0,4,0,0
CB,2021-04-01,50,47,0,3,0,0
CE,2021-04-01,21,0,0,21,0,0
CL,2021-04-01,316,121,0,195,0,0
CM,2021-04-01,220,123,0,97,0,0
CN,2021-04-01,237,168,0,69,0,0
CT,2021-04-01,1664,1170,0,155,15,324
EX,2021-04-01,156,131,0,25,0,0
GA,2021-04-01,159,142,0,17,0,0
IB,2021-04-01,58,43,0,15,0,0
MC,2021-04-01,62,35,0,27,0,0
MD,2021-04-01,1297,665,0,632,0,0
ML,2021-04-01,26,10,0,16,0,0
NC,2021-04-01,203,117,0,86,0,0
PV,2021-04-01,567,310,0,257,0,0
RI,2021-04-01,43,25,0,18,0,0
VC,2021-04-01,166,117,0,31,0,18
AN,2021-04-02,1124,577,0,547,0,0
AR,2021-04-02,162,158,0,4,0,0
AS,2021-04-02,94,93,0,1,0,0
CB,2021-04-02,54,50,0,4,0,0
CE,2021-04-02,25,2,0,23,0,0
CL,2021-04-02,288,111,0,177,0,0
CM,2021-04-02,201,103,0,98,0,0
CN,2021-04-02,173,115,0,58,0,0
CT,2021-04-02,1093,611,0,126,11,345
EX,2021-04-02,89,70,0,19,0,0
GA,2021-04-02,121,103,0,18,0,0
IB,2021-04-02,46,30,0,16,0,0
MC,2021-04-02,53,21,0,32,0,0
MD,2021-04-02,1454,643,0,811,0,0
ML,2021-04-02,23,12,0,11,0,0
NC,2021-04-02,224,135,0,89,0,0
PV,2021-04-02,579,206,0,373,0,0
RI,2021-04-02,41,23,0,18,0,0
VC,2021-04-02,122,88,0,25,0,9
AN,2021-04-03,1312,698,0,614,0,0
AR,2021-04-03,188,184,0,4,0,0
AS,2021-04-03,117,111,0,6,0,0
CB,2021-04-03,70,62,0,8,0,0
CE,2021-04-03,37,1,0,36,0,0
CL,2021-04-03,324,158,0,166,0,0
CM,2021-04-03,259,124,0,135,0,0
CN,2021-04-03,188,135,0,53,0,0
CT,2021-04-03,1263,741,0,119,9,394
EX,2021-04-03,101,90,0,11,0,0
GA,2021-04-03,118,104,0,14,0,0
IB,2021-04-03,72,56,0,16,0,0
MC,2021-04-03,83,41,0,42,0,0
MD,2021-04-03,1679,793,0,886,0,0
ML,2021-04-03,32,8,0,24,0,0
NC,2021-04-03,178,110,0,68,0,0
PV,2021-04-03,787,296,0,491,0,0
RI,2021-04-03,61,33,0,28,0,0
VC,2021-04-03,129,88,0,34,0,7
AN,2021-04-04,1244,667,0,577,0,0
AR,2021-04-04,217,214,0,3,0,0
AS,2021-04-04,134,127,0,7,0,0
CB,2021-04-04,63,61,0,2,0,0
CE,2021-04-04,31,0,0,31,0,0
CL,2021-04-04,335,139,0,196,0,0
CM,2021-04-04,266,134,0,132,0,0
CN,2021-04-04,179,125,0,54,0,0
CT,2021-04-04,1244,734,0,117,10,383
EX,2021-04-04,65,48,0,17,0,0
GA,2021-04-04,132,116,0,16,0,0
IB,2021-04-04,53,40,0,13,0,0
MC,2021-04-04,55,27,0,28,0,0
MD,2021-04-04,1774,785,0,989,0,0
ML,2021-04-04,32,9,0,23,0,0
NC,2021-04-04,209,125,0,84,0,0
PV,2021-04-04,790,316,0,474,0,0
RI,2021-04-04,54,38,0,16,0,0
VC,2021-04-04,131,86,0,29,0,16
AN,2021-04-05,2037,1157,0,880,0,0
AR,2021-04-05,235,224,0,11,0,0
AS,2021-04-05,148,138,0,10,0,0
CB,2021-04-05,67,65,0,2,0,0
CE,2021-04-05,27,2,0,25,0,0
CL,2021-04-05,423,199,0,224,0,0
CM,2021-04-05,392,195,0,197,0,0
CN,2021-04-05,238,175,0,62,0,1
CT,2021-04-05,1368,803,0,128,4,433
EX,2021-04-05,101,72,0,29,0,0
GA,2021-04-05,157,131,0,26,0,0
IB,2021-04-05,63,47,0,16,0,0
MC,2021-04-05,104,43,0,61,0,0
MD,2021-04-05,2333,1045,0,1288,0,0
ML,2021-04-05,42,12,0,30,0,0
NC,2021-04-05,226,134,0,92,0,0
PV,2021-04-05,797,323,0,474,0,0
RI,2021-04-05,49,22,0,27,0,0
VC,2021-04-05,150,92,0,41,0,17
AN,2021-04-06,2075,1213,0,862,0,0
AR,2021-04-06,263,255,0,8,0,0
AS,2021-04-06,138,128,0,10,0,0
CB,2021-04-06,95,85,0,10,0,0
CE,2021-04-06,29,0,0,29,0,0
CL,2021-04-06,390,153,0,237,0,0
CM,2021-04-06,366,206,0,160,0,0
CN,2021-04-06,232,162,0,70,0,0
CT,2021-04-06,1868,1265,0,148,15,440
EX,2021-04-06,83,61,0,22,0,0
GA,2021-04-06,162,137,0,25,0,0
IB,2021-04-06,72,59,0,13,0,0
MC,2021-04-06,74,40,0,34,0,0
MD,2021-04-06,2317,1252,0,1065,0,0
ML,2021-04-06,36,18,0,18,0,0
NC,2021-04-06,218,133,0,85,0,0
PV,2021-04-06,885,380,0,505,0,0
RI,2021-04-06,58,31,0,27,0,0
VC,2021-04-06,144,92,0,36,0,16
AN,2021-04-07,1940,1196,0,744,0,0
AR,2021-04-07,257,250,0,7,0,0
AS,2021-04-07,97,79,0,18,0,0
CB,2021-04-07,82,76,0,6,0,0
CE,2021-04-07,36,0,0,36,0,0
CL,2021-04-07,404,184,0,220,0,0
CM,2021-04-07,397,243,0,154,0,0
CN,2021-04-07,219,167,0,52,0,0
CT,2021-04-07,1796,1269,0,118,10,399
EX,2021-04-07,120,91,0,29,0,0
GA,2021-04-07,188,163,0,25,0,0
IB,2021-04-07,64,51,0,13,0,0
MC,2021-04-07,95,52,0,43,0,0
MD,2021-04-07,2028,1108,0,920,0,0
ML,2021-04-07,43,20,0,23,0,0
NC,2021-04-07,221,138,0,83,0,0
PV,2021-04-07,773,391,0,382,0,0
RI,2021-04-07,55,22,0,33,0,0
VC,2021-04-07,158,117,0,31,0,10
AN,2021-04-08,1850,1190,0,660,0,0
AR,2021-04-08,249,242,0,7,0,0
AS,2021-04-08,112,94,0,18,0,0
CB,2021-04-08,73,66,0,7,0,0
CE,2021-04-08,29,2,0,27,0,0
CL,2021-04-08,397,183,0,214,0,0
CM,2021-04-08,347,212,0,135,0,0
CN,2021-04-08,255,198,0,57,0,0
CT,2021-04-08,1672,1179,0,129,22,342
EX,2021-04-08,104,83,0,21,0,0
GA,2021-04-08,173,157,0,16,0,0
IB,2021-04-08,69,50,0,19,0,0
MC,2021-04-08,78,49,0,29,0,0
MD,2021-04-08,1944,1068,0,876,0,0
ML,2021-04-08,36,13,0,23,0,0
NC,2021-04-08,231,162,0,69,0,0
PV,2021-04-08,628,288,0,340,0,0
RI,2021-04-08,43,21,0,22,0,0
VC,2021-04-08,163,109,0,42,0,12
AN,2021-04-09,1909,1219,0,690,0,0
AR,2021-04-09,245,240,0,5,0,0
AS,2021-04-09,124,116,0,8,0,0
CB,2021-04-09,71,64,0,7,0,0
CE,2021-04-09,28,6,0,22,0,0
CL,2021-04-09,376,175,0,201,0,0
CM,2021-04-09,352,211,0,141,0,0
CN,2021-04-09,191,147,0,44,0,0
CT,2021-04-09,1766,1268,0,129,9,360
EX,2021-04-09,130,93,0,37,0,0
GA,2021-04-09,190,172,0,18,0,0
IB,2021-04-09,43,30,0,13,0,0
MC,2021-04-09,64,31,0,33,0,0
MD,2021-04-09,2108,1099,0,1009,0,0
ML,2021-04-09,29,12,0,17,0,0
NC,2021-04-09,219,139,0,80,0,0
PV,2021-04-09,713,288,0,425,0,0
RI,2021-04-09,59,27,0,32,0,0
VC,2021-04-09,166,105,0,41,0,20
AN,2021-04-10,1602,1040,0,562,0,0
AR,2021-04-10,219,212,0,7,0,0
AS,2021-04-10,180,174,0,6,0,0
CB,2021-04-10,81,75,0,6,0,0
CE,2021-04-10,26,3,0,23,0,0
CL,2021-04-10,298,116,0,182,0,0
CM,2021-04-10,258,180,0,78,0,0
CN,2021-04-10,203,153,0,50,0,0
CT,2021-04-10,1450,825,0,123,7,495
EX,2021-04-10,107,83,0,24,0,0
GA,2021-04-10,177,152,0,25,0,0
IB,2021-04-10,55,42,0,13,0,0
MC,2021-04-10,57,29,0,28,0,0
MD,2021-04-10,1711,800,0,911,0,0
ML,2021-04-10,39,18,0,21,0,0
NC,2021-04-10,200,109,0,91,0,0
PV,2021-04-10,912,469,0,443,0,0
RI,2021-04-10,55,17,0,38,0,0
VC,2021-04-10,124,95,0,20,0,9
AN,2021-04-11,1054,600,0,454,0,0
AR,2021-04-11,195,194,0,1,0,0
AS,2021-04-11,152,143,0,9,0,0
CB,2021-04-11,102,97,0,5,0,0
CE,2021-04-11,24,3,0,21,0,0
CL,2021-04-11,267,115,0,152,0,0
CM,2021-04-11,257,137,0,120,0,0
CN,2021-04-11,195,142,0,53,0,0
CT,2021-04-11,1086,636,0,90,5,355
EX,2021-04-11,77,59,0,18,0,0
GA,2021-04-11,147,116,0,31,0,0
IB,2021-04-11,56,42,0,14,0,0
MC,2021-04-11,58,31,0,27,0,0
MD,2021-04-11,1411,616,0,795,0,0
ML,2021-04-11,28,14,0,14,0,0
NC,2021-04-11,203,121,0,82,0,0
PV,2021-04-11,919,433,0,486,0,0
RI,2021-04-11,48,24,0,24,0,0
VC,2021-04-11,109,69,0,25,0,15
AN,2021-04-12,1815,1016,0,799,0,0
AR,2021-04-12,256,251,0,5,0,0
AS,2021-04-12,128,119,0,9,0,0
CB,2021-04-12,85,78,0,7,0,0
CE,2021-04-12,35,3,0,32,0,0
CL,2021-04-12,372,150,0,222,0,0
CM,2021-04-12,416,256,0,160,0,0
CN,2021-04-12,219,167,0,52,0,0
CT,2021-04-12,1904,1314,0,147,14,429
EX,2021-04-12,114,84,0,30,0,0
GA,2021-04-12,200,177,0,23,0,0
IB,2021-04-12,48,32,0,16,0,0
MC,2021-04-12,106,53,0,52,0,1
MD,2021-04-12,2302,1052,0,1250,0,0
ML,2021-04-12,31,7,0,24,0,0
NC,2021-04-12,209,133,0,76,0,0
PV,2021-04-12,919,456,0,463,0,0
RI,2021-04-12,61,37,0,24,0,0
VC,2021-04-12,146,90,0,45,0,11
AN,2021-04-13,1811,1124,0,687,0,0
AR,2021-04-13,306,302,0,4,0,0
AS,2021-04-13,105,98,0,7,0,0
CB,2021-04-13,90,80,0,10,0,0
CE,2021-04-13,25,2,0,23,0,0
CL,2021-04-13,392,173,0,219,0,0
CM,2021-04-13,375,223,0,152,0,0
CN,2021-04-13,206,146,0,60,0,0
CT,2021-04-13,1733,1188,0,130,20,395
EX,2021-04-13,163,138,0,25,0,0
GA,2021-04-13,193,179,0,14,0,0
IB,2021-04-13,59,50,0,9,0,0
MC,2021-04-13,80,42,0,38,0,0
MD,2021-04-13,2302,1197,0,1105,0,0
ML,2021-04-13,31,9,0,22,0,0
NC,2021-04-13,184,127,0,57,0,0
PV,2021-04-13,869,421,0,448,0,0
RI,2021-04-13,59,29,0,30,0,0
VC,2021-04-13,136,89,0,34,0,13
AN,2021-04-14,1817,1157,0,660,0,0
AR,2021-04-14,262,257,0,5,0,0
AS,2021-04-14,89,80,0,9,0,0
CB,2021-04-14,121,113,0,8,0,0
CE,2021-04-14,14,0,0,14,0,0
CL,2021-04-14,375,160,0,215,0,0
CM,2021-04-14,383,232,0,151,0,0
CN,2021-04-14,210,159,0,51,0,0
CT,2021-04-14,2048,1274,0,95,18,661
EX,2021-04-14,110,82,0,28,0,0
GA,2021-04-14,221,197,0,24,0,0
IB,2021-04-14,51,43,0,8,0,0
MC,2021-04-14,81,41,0,40,0,0
MD,2021-04-14,2107,1067,0,1040,0,0
ML,2021-04-14,28,9,0,19,0,0
NC,2021-04-14,167,113,0,54,0,0
PV,2021-04-14,772,445,0,327,0,0
RI,2021-04-14,61,33,0,28,0,0
VC,2021-04-14,166,115,0,35,0,16
AN,2021-04-15,1731,1107,0,624,0,0
AR,2021-04-15,272,266,0,6,0,0
AS,2021-04-15,99,95,0,4,0,0
CB,2021-04-15,111,105,0,6,0,0
CE,2021-04-15,15,2,0,13,0,0
CL,2021-04-15,375,176,0,199,0,0
CM,2021-04-15,364,216,0,148,0,0
CN,2021-04-15,224,178,0,46,0,0
CT,2021-04-15,1634,1140,0,130,24,340
EX,2021-04-15,92,66,0,26,0,0
GA,2021-04-15,208,186,0,22,0,0
IB,2021-04-15,54,40,0,14,0,0
MC,2021-04-15,70,44,0,26,0,0
MD,2021-04-15,2020,1043,0,977,0,0
ML,2021-04-15,30,14,0,16,0,0
NC,2021-04-15,196,138,0,58,0,0
PV,2021-04-15,668,322,0,346,0,0
RI,2021-04-15,68,36,0,31,1,0
VC,2021-04-15,176,117,0,43,0,16
AN,2021-04-16,1693,1088,0,605,0,0
AR,2021-04-16,289,281,0,8,0,0
AS,2021-04-16,115,103,0,12,0,0
CB,2021-04-16,114,108,0,6,0,0
CE,2021-04-16,18,3,0,15,0,0
CL,2021-04-16,376,191,0,185,0,0
CM,2021-04-16,404,243,0,161,0,0
CN,2021-04-16,218,156,0,62,0,0
CT,2021-04-16,1754,1191,0,137,15,411
EX,2021-04-16,95,75,0,20,0,0
GA,2021-04-16,174,152,0,22,0,0
IB,2021-04-16,50,43,0,7,0,0
MC,2021-04-16,73,39,0,34,0,0
MD,2021-04-16,2230,1120,0,1110,0,0
ML,2021-04-16,20,10,0,10,0,0
NC,2021-04-16,162,90,0,72,0,0
PV,2021-04-16,776,330,0,446,0,0
RI,2021-04-16,56,24,0,32,0,0
VC,2021-04-16,153,106,0,34,0,13
AN,2021-04-17,1286,851,0,435,0,0
AR,2021-04-17,208,206,0,2,0,0
AS,2021-04-17,142,130,0,12,0,0
CB,2021-04-17,88,80,0,8,0,0
CE,2021-04-17,11,1,0,10,0,0
CL,2021-04-17,294,129,0,165,0,0
CM,2021-04-17,258,145,0,113,0,0
CN,2021-04-17,162,111,0,51,0,0
CT,2021-04-17,1299,783,0,116,6,394
EX,2021-04-17,72,44,0,28,0,0
GA,2021-04-17,196,183,0,13,0,0
IB,2021-04-17,35,26,0,9,0,0
MC,2021-04-17,64,30,1,33,0,0
MD,2021-04-17,1697,787,0,910,0,0
ML,2021-04-17,13,6,0,7,0,0
NC,2021-04-17,161,93,0,68,0,0
PV,2021-04-17,940,438,0,502,0,0
RI,2021-04-17,48,23,0,25,0,0
VC,2021-04-17,139,108,0,28,0,3
AN,2021-04-18,1087,682,0,405,0,0
AR,2021-04-18,189,185,0,4,0,0
AS,2021-04-18,108,100,0,8,0,0
CB,2021-04-18,123,117,0,6,0,0
CE,2021-04-18,8,1,0,7,0,0
CL,2021-04-18,255,120,0,135,0,0
CM,2021-04-18,232,120,0,112,0,0
CN,2021-04-18,172,122,0,50,0,0
CT,2021-04-18,1168,674,0,116,2,376
EX,2021-04-18,68,44,0,23,0,1
GA,2021-04-18,153,130,0,23,0,0
IB,2021-04-18,39,30,0,9,0,0
MC,2021-04-18,55,23,0,32,0,0
MD,2021-04-18,1512,653,0,859,0,0
ML,2021-04-18,19,13,0,6,0,0
NC,2021-04-18,154,94,0,60,0,0
PV,2021-04-18,985,464,0,521,0,0
RI,2021-04-18,62,30,0,32,0,0
VC,2021-04-18,150,102,0,37,0,11
AN,2021-04-19,1536,945,0,591,0,0
AR,2021-04-19,250,243,0,7,0,0
AS,2021-04-19,126,116,0,10,0,0
CB,2021-04-19,118,112,0,6,0,0
CE,2021-04-19,15,2,0,13,0,0
CL,2021-04-19,394,158,0,236,0,0
CM,2021-04-19,421,208,0,213,0,0
CN,2021-04-19,163,101,0,62,0,0
CT,2021-04-19,1938,1317,0,169,11,441
EX,2021-04-19,91,72,0,18,0,1
GA,2021-04-19,187,164,0,23,0,0
IB,2021-04-19,62,46,0,16,0,0
MC,2021-04-19,98,49,0,47,0,2
MD,2021-04-19,2209,955,0,1254,0,0
ML,2021-04-19,29,13,0,16,0,0
NC,2021-04-19,172,112,0,60,0,0
PV,2021-04-19,977,490,0,487,0,0
RI,2021-04-19,86,38,0,48,0,0
VC,2021-04-19,178,106,0,54,0,18
AN,2021-04-20,1684,1134,0,550,0,0
AR,2021-04-20,294,289,0,5,0,0
AS,2021-04-20,128,122,0,6,0,0
CB,2021-04-20,99,89,0,10,0,0
CE,2021-04-20,17,2,0,15,0,0
CL,2021-04-20,373,187,0,186,0,0
CM,2021-04-20,392,235,0,157,0,0
CN,2021-04-20,184,131,0,53,0,0
CT,2021-04-20,2300,1354,0,131,15,800
EX,2021-04-20,68,46,0,22,0,0
GA,2021-04-20,233,204,0,29,0,0
IB,2021-04-20,56,44,0,12,0,0
MC,2021-04-20,89,43,0,46,0,0
MD,2021-04-20,2330,1242,0,1088,0,0
ML,2021-04-20,24,13,0,11,0,0
NC,2021-04-20,193,121,0,72,0,0
PV,2021-04-20,895,426,0,469,0,0
RI,2021-04-20,65,24,0,41,0,0
VC,2021-04-20,210,155,0,44,0,11
AN,2021-04-21,1604,1077,0,527,0,0
AR,2021-04-21,284,276,0,8,0,0
AS,2021-04-21,107,101,0,6,0,0
CB,2021-04-21,108,97,0,11,0,0
CE,2021-04-21,12,1,0,11,0,0
CL,2021-04-21,365,136,0,229,0,0
CM,2021-04-21,348,204,0,144,0,0
CN,2021-04-21,170,119,0,51,0,0
CT,2021-04-21,1741,1262,0,112,18,349
EX,2021-04-21,101,85,0,16,0,0
GA,2021-04-21,218,199,0,19,0,0
IB,2021-04-21,53,46,0,7,0,0
MC,2021-04-21,105,54,1,50,0,0
MD,2021-04-21,1999,1014,0,985,0,0
ML,2021-04-21,28,15,0,13,0,0
NC,2021-04-21,149,100,0,49,0,0
PV,2021-04-21,718,430,0,288,0,0
RI,2021-04-21,76,34,0,42,0,0
VC,2021-04-21,197,138,0,46,0,13
AN,2021-04-22,1497,951,0,546,0,0
AR,2021-04-22,295,290,0,5,0,0
AS,2021-04-22,86,83,0,3,0,0
CB,2021-04-22,111,104,0,7,0,0
CE,2021-04-22,11,0,0,11,0,0
CL,2021-04-22,368,153,0,215,0,0
CM,2021-04-22,357,219,0,138,0,0
CN,2021-04-22,147,112,0,35,0,0
CT,2021-04-22,1975,1191,0,110,11,663
EX,2021-04-22,97,73,0,24,0,0
GA,2021-04-22,200,183,0,17,0,0
IB,2021-04-22,49,44,0,5,0,0
MC,2021-04-22,81,43,0,38,0,0
MD,2021-04-22,1819,925,0,894,0,0
ML,2021-04-22,34,10,0,24,0,0
NC,2021-04-22,181,118,0,63,0,0
PV,2021-04-22,764,380,0,384,0,0
RI,2021-04-22,62,24,0,38,0,0
VC,2021-04-22,186,138,0,33,0,15
AN,2021-04-23,1594,1039,0,555,0,0
AR,2021-04-23,298,291,0,7,0,0
AS,2021-04-23,89,81,0,8,0,0
CB,2021-04-23,133,123,0,10,0,0
CE,2021-04-23,10,1,0,9,0,0
CL,2021-04-23,291,114,0,177,0,0
CM,2021-04-23,406,236,0,170,0,0
CN,2021-04-23,124,81,0,43,0,0
CT,2021-04-23,1653,1176,0,135,19,323
EX,2021-04-23,74,58,0,16,0,0
GA,2021-04-23,190,171,0,19,0,0
IB,2021-04-23,45,36,0,9,0,0
MC,2021-04-23,87,37,0,50,0,0
MD,2021-04-23,2102,1113,0,989,0,0
ML,2021-04-23,26,9,0,17,0,0
NC,2021-04-23,179,116,0,63,0,0
PV,2021-04-23,783,354,0,429,0,0
RI,2021-04-23,68,39,0,29,0,0
VC,2021-04-23,198,159,0,23,0,16
AN,2021-04-24,1166,737,0,429,0,0
AR,2021-04-24,221,218,0,3,0,0
AS,2021-04-24,98,95,0,3,0,0
CB,2021-04-24,76,72,0,4,0,0
CE,2021-04-24,4,1,0,3,0,0
CL,2021-04-24,293,150,0,143,0,0
CM,2021-04-24,251,151,0,100,0,0
CN,2021-04-24,166,122,0,44,0,0
CT,2021-04-24,1413,864,0,144,9,396
EX,2021-04-24,65,39,0,26,0,0
GA,2021-04-24,195,167,0,28,0,0
IB,2021-04-24,46,36,0,10,0,0
MC,2021-04-24,82,39,0,43,0,0
MD,2021-04-24,1530,758,0,772,0,0
ML,2021-04-24,10,4,0,6,0,0
NC,2021-04-24,136,75,0,61,0,0
PV,2021-04-24,829,371,0,458,0,0
RI,2021-04-24,81,46,0,35,0,0
VC,2021-04-24,146,101,0,31,0,14
AN,2021-04-25,928,551,0,377,0,0
AR,2021-04-25,218,214,0,4,0,0
AS,2021-04-25,97,93,0,4,0,0
CB,2021-04-25,83,78,0,5,0,0
CE,2021-04-25,7,0,0,7,0,0
CL,2021-04-25,264,133,0,131,0,0
CM,2021-04-25,216,112,0,104,0,0
CN,2021-04-25,123,67,0,56,0,0
CT,2021-04-25,1174,669,0,127,15,363
EX,2021-04-25,43,27,0,16,0,0
GA,2021-04-25,153,128,0,25,0,0
IB,2021-04-25,46,35,0,11,0,0
MC,2021-04-25,61,27,0,34,0,0
MD,2021-04-25,1298,583,0,715,0,0
ML,2021-04-25,20,10,0,10,0,0
NC,2021-04-25,142,88,0,54,0,0
PV,2021-04-25,834,436,0,398,0,0
RI,2021-04-25,44,21,0,23,0,0
VC,2021-04-25,105,76,0,20,0,9
AN,2021-04-26,1273,735,0,538,0,0
AR,2021-04-26,365,358,0,7,0,0
AS,2021-04-26,109,103,0,6,0,0
CB,2021-04-26,117,109,0,8,0,0
CE,2021-04-26,7,1,0,6,0,0
CL,2021-04-26,369,160,0,209,0,0
CM,2021-04-26,414,238,0,176,0,0
CN,2021-04-26,170,112,0,58,0,0
CT,2021-04-26,2326,1308,0,144,27,847
EX,2021-04-26,83,60,0,23,0,0
GA,2021-04-26,219,191,0,28,0,0
IB,2021-04-26,53,45,0,8,0,0
MC,2021-04-26,89,48,0,41,0,0
MD,2021-04-26,1952,916,0,1036,0,0
ML,2021-04-26,12,5,0,7,0,0
NC,2021-04-26,128,79,0,49,0,0
PV,2021-04-26,820,398,0,422,0,0
RI,2021-04-26,71,33,0,38,0,0
VC,2021-04-26,159,116,0,34,0,9
AN,2021-04-27,1355,882,0,473,0,0
AR,2021-04-27,322,317,0,5,0,0
AS,2021-04-27,75,74,0,1,0,0
CB,2021-04-27,89,83,0,6,0,0
CE,2021-04-27,5,0,0,5,0,0
CL,2021-04-27,333,157,0,176,0,0
CM,2021-04-27,380,230,0,150,0,0
CN,2021-04-27,141,100,0,41,0,0
CT,2021-04-27,2080,1220,0,120,28,712
EX,2021-04-27,99,63,0,36,0,0
GA,2021-04-27,184,158,0,26,0,0
IB,2021-04-27,58,51,0,7,0,0
MC,2021-04-27,98,44,0,54,0,0
MD,2021-04-27,2063,1106,0,957,0,0
ML,2021-04-27,20,5,0,15,0,0
NC,2021-04-27,150,92,0,58,0,0
PV,2021-04-27,749,392,0,357,0,0
RI,2021-04-27,55,26,0,29,0,0
VC,2021-04-27,129,96,0,25,0,8
AN,2021-04-28,1404,936,0,468,0,0
AR,2021-04-28,293,288,0,5,0,0
AS,2021-04-28,78,76,0,2,0,0
CB,2021-04-28,121,111,0,10,0,0
CE,2021-04-28,5,1,0,4,0,0
CL,2021-04-28,336,158,0,178,0,0
CM,2021-04-28,342,215,0,127,0,0
CN,2021-04-28,121,92,0,29,0,0
CT,2021-04-28,1910,1130,0,110,21,649
EX,2021-04-28,79,68,0,11,0,0
GA,2021-04-28,176,162,0,14,0,0
IB,2021-04-28,48,45,0,3,0,0
MC,2021-04-28,58,29,0,29,0,0
MD,2021-04-28,1733,936,0,797,0,0
ML,2021-04-28,13,3,0,10,0,0
NC,2021-04-28,148,104,0,44,0,0
PV,2021-04-28,596,382,0,214,0,0
RI,2021-04-28,62,26,0,34,2,0
VC,2021-04-28,148,100,0,32,0,16
AN,2021-04-29,1234,840,0,394,0,0
AR,2021-04-29,286,280,0,6,0,0
AS,2021-04-29,48,46,0,2,0,0
CB,2021-04-29,81,76,0,5,0,0
CE,2021-04-29,3,0,0,3,0,0
CL,2021-04-29,311,139,0,172,0,0
CM,2021-04-29,378,240,0,138,0,0
CN,2021-04-29,130,98,0,32,0,0
CT,2021-04-29,1806,1053,0,119,22,612
EX,2021-04-29,83,63,0,20,0,0
GA,2021-04-29,202,181,0,21,0,0
IB,2021-04-29,54,48,0,6,0,0
MC,2021-04-29,83,50,0,33,0,0
MD,2021-04-29,1474,826,0,648,0,0
ML,2021-04-29,12,5,0,7,0,0
NC,2021-04-29,139,100,0,39,0,0
PV,2021-04-29,522,270,0,252,0,0
RI,2021-04-29,59,27,0,32,0,0
VC,2021-04-29,139,96,0,30,0,13
AN,2021-04-30,1324,881,0,443,0,0
AR,2021-04-30,295,289,0,6,0,0
AS,2021-04-30,72,66,0,6,0,0
CB,2021-04-30,87,83,0,4,0,0
CE,2021-04-30,1,0,0,1,0,0
CL,2021-04-30,270,130,0,140,0,0
CM,2021-04-30,361,234,0,127,0,0
CN,2021-04-30,139,106,0,33,0,0
CT,2021-04-30,1773,1102,0,123,30,518
EX,2021-04-30,92,59,0,33,0,0
GA,2021-04-30,151,129,0,22,0,0
IB,2021-04-30,13,13,0,0,0,0
MC,2021-04-30,64,42,0,22,0,0
MD,2021-04-30,1783,1001,0,782,0,0
ML,2021-04-30,21,11,0,10,0,0
NC,2021-04-30,131,95,0,36,0,0
PV,2021-04-30,648,335,0,313,0,0
RI,2021-04-30,64,32,0,32,0,0
VC,2021-04-30,140,105,0,24,0,11
AN,2021-05-01,972,638,0,334,0,0
AR,2021-05-01,251,245,0,6,0,0
AS,2021-05-01,46,43,0,3,0,0
CB,2021-05-01,79,78,0,1,0,0
CE,2021-05-01,8,1,0,7,0,0
CL,2021-05-01,243,117,0,126,0,0
CM,2021-05-01,229,154,0,74,1,0
CN,2021-05-01,137,93,0,44,0,0
CT,2021-05-01,1098,652,0,115,8,323
EX,2021-05-01,63,48,0,15,0,0
GA,2021-05-01,171,149,0,22,0,0
IB,2021-05-01,67,53,0,14,0,0
MC,2021-05-01,54,28,0,26,0,0
MD,2021-05-01,1100,524,0,576,0,0
ML,2021-05-01,9,2,0,7,0,0
NC,2021-05-01,139,88,0,51,0,0
PV,2021-05-01,645,302,0,343,0,0
RI,2021-05-01,39,19,0,19,1,0
VC,2021-05-01,127,88,0,30,0,9
AN,2021-05-02,731,405,0,326,0,0
AR,2021-05-02,204,196,0,8,0,0
AS,2021-05-02,47,41,0,6,0,0
CB,2021-05-02,75,72,0,3,0,0
CE,2021-05-02,1,0,0,1,0,0
CL,2021-05-02,201,90,0,111,0,0
CM,2021-05-02,145,75,0,69,1,0
CN,2021-05-02,131,92,0,39,0,0
CT,2021-05-02,894,535,0,86,12,261
EX,2021-05-02,61,42,0,19,0,0
GA,2021-05-02,122,110,0,12,0,0
IB,2021-05-02,39,32,0,7,0,0
MC,2021-05-02,60,30,0,30,0,0
MD,2021-05-02,1065,508,0,557,0,0
ML,2021-05-02,12,3,0,9,0,0
NC,2021-05-02,101,65,0,36,0,0
PV,2021-05-02,636,313,0,323,0,0
RI,2021-05-02,39,18,0,21,0,0
VC,2021-05-02,81,47,0,31,0,3
AN,2021-05-03,1107,650,0,457,0,0
AR,2021-05-03,258,250,0,8,0,0
